Дата,Ваксина,Пол,Възрастова група,Брой заразени
2021/09/23,AZ,Жена,40 - 49,4
2021/09/23,COM,Жена,90+,1
2021/09/23,AZ,Жена,70 - 79,9
2021/09/23,AZ,Мъж,20 - 29,1
2021/09/23,COM,Жена,40 - 49,10
2021/09/23,AZ,Мъж,50 - 59,5
2021/09/23,COM,Жена,60 - 69,14
2021/09/23,JANSS,Мъж,30 - 39,2
2021/09/23,AZ,Жена,30 - 39,2
2021/09/23,AZ,Мъж,70 - 79,4
2021/09/23,MOD,Жена,80 - 89,1
2021/09/23,JANSS,Жена,40 - 49,3
2021/09/23,COM,Мъж,90+,1
2021/09/23,AZ,Мъж,30 - 39,2
2021/09/23,COM,Мъж,80 - 89,5
2021/09/23,MOD,Мъж,30 - 39,1
2021/09/23,COM,Жена,30 - 39,8
2021/09/23,AZ,Жена,50 - 59,4
2021/09/23,JANSS,Жена,50 - 59,7
2021/09/23,MOD,Жена,40 - 49,2
2021/09/23,COM,Мъж,20 - 29,2
2021/09/23,JANSS,Мъж,50 - 59,5
2021/09/24,MOD,Жена,60 - 69,1
2021/09/24,JANSS,Мъж,20 - 29,1
2021/09/24,COM,Жена,70 - 79,21
2021/09/24,JANSS,Жена,20 - 29,1
2021/09/24,AZ,Жена,40 - 49,3
2021/09/24,AZ,Мъж,50 - 59,10
2021/09/24,COM,Жена,90+,1
2021/09/24,JANSS,Жена,60 - 69,2
2021/09/24,AZ,Жена,60 - 69,7
2021/09/24,COM,Жена,60 - 69,8
2021/09/24,AZ,Мъж,20 - 29,1
2021/09/24,COM,Мъж,70 - 79,13
2021/09/24,JANSS,Мъж,60 - 69,3
2021/09/24,JANSS,Жена,50 - 59,4
2021/09/24,MOD,Жена,70 - 79,1
2021/09/24,COM,Мъж,50 - 59,8
2021/09/24,MOD,Мъж,70 - 79,1
2021/09/24,MOD,Жена,50 - 59,3
2021/09/24,AZ,Жена,70 - 79,4
2021/09/24,COM,Мъж,30 - 39,9
2021/09/24,MOD,Мъж,40 - 49,1
2021/09/24,JANSS,Мъж,40 - 49,4
2021/09/24,AZ,Мъж,60 - 69,5
2021/09/24,AZ,Мъж,80 - 89,3
2021/09/24,MOD,Мъж,60 - 69,2
2021/09/24,AZ,Жена,80 - 89,1
2021/09/24,MOD,Жена,40 - 49,1
2021/09/24,AZ,Мъж,70 - 79,6
2021/09/24,COM,Жена,80 - 89,3
2021/09/24,COM,Жена,30 - 39,7
2021/09/24,AZ,Жена,30 - 39,2
2021/09/24,AZ,Мъж,30 - 39,3
2021/09/24,COM,Мъж,40 - 49,8
2021/09/24,COM,Мъж,20 - 29,1
2021/09/24,JANSS,Жена,30 - 39,4
2021/09/24,AZ,Жена,50 - 59,4
2021/09/24,JANSS,Мъж,50 - 59,2
2021/09/24,MOD,Мъж,20 - 29,1
2021/09/24,COM,Мъж,60 - 69,11
2021/09/24,COM,Мъж,80 - 89,6
2021/09/24,MOD,Жена,30 - 39,1
2021/09/24,JANSS,Мъж,30 - 39,4
2021/09/24,COM,Жена,40 - 49,11
2021/09/24,AZ,Мъж,40 - 49,5
2021/09/24,JANSS,Жена,40 - 49,4
2021/09/24,MOD,Жена,20 - 29,1
2021/09/24,COM,Жена,50 - 59,10
2021/09/25,MOD,Жена,60 - 69,3
2021/09/25,COM,Жена,50 - 59,10
2021/09/25,MOD,Мъж,80 - 89,1
2021/09/25,AZ,Жена,30 - 39,1
2021/09/25,JANSS,Мъж,20 - 29,1
2021/09/25,MOD,Жена,50 - 59,1
2021/09/25,AZ,Мъж,70 - 79,8
2021/09/25,AZ,Мъж,40 - 49,5
2021/09/25,JANSS,Мъж,30 - 39,1
2021/09/25,MOD,Мъж,50 - 59,1
2021/09/25,COM,Мъж,20 - 29,1
2021/09/25,AZ,Жена,50 - 59,2
2021/09/25,JANSS,Жена,50 - 59,4
2021/09/25,AZ,Жена,40 - 49,1
2021/09/25,JANSS,Мъж,50 - 59,1
2021/09/25,AZ,Жена,60 - 69,5
2021/09/25,COM,Жена,40 - 49,6
2021/09/25,COM,Мъж,60 - 69,2
2021/09/25,AZ,Мъж,50 - 59,4
2021/09/25,COM,Жена,20 - 29,1
2021/09/25,AZ,Мъж,20 - 29,1
2021/09/25,COM,Мъж,30 - 39,2
2021/09/25,JANSS,Мъж,60 - 69,1
2021/09/25,MOD,Жена,40 - 49,2
2021/09/25,COM,Мъж,70 - 79,4
2021/09/25,JANSS,Жена,20 - 29,2
2021/09/25,COM,Жена,70 - 79,5
2021/09/25,JANSS,Мъж,70 - 79,1
2021/09/25,JANSS,Жена,40 - 49,2
2021/09/25,JANSS,Мъж,40 - 49,3
2021/09/25,AZ - COM,Мъж,70 - 79,1
2021/09/25,COM,Жена,30 - 39,5
2021/09/25,AZ,Жена,80 - 89,2
2021/09/25,COM,Жена,80 - 89,4
2021/09/25,JANSS,Жена,60 - 69,1
2021/09/25,COM,Жена,60 - 69,10
2021/09/25,COM,Мъж,50 - 59,4
2021/09/25,AZ,Мъж,30 - 39,3
2021/09/25,MOD,Мъж,70 - 79,2
2021/09/25,AZ,Мъж,60 - 69,6
2021/09/25,COM,Мъж,40 - 49,3
2021/09/25,AZ,Жена,70 - 79,3
2021/09/26,JANSS,Мъж,40 - 49,2
2021/09/26,JANSS,Мъж,60 - 69,1
2021/09/26,COM,Жена,50 - 59,2
2021/09/26,COM,Жена,70 - 79,3
2021/09/26,JANSS,Мъж,70 - 79,1
2021/09/26,COM,Жена,80 - 89,1
2021/09/26,COM,Жена,40 - 49,8
2021/09/26,JANSS,Жена,50 - 59,2
2021/09/26,COM,Мъж,60 - 69,4
2021/09/26,AZ,Мъж,30 - 39,2
2021/09/26,JANSS,Мъж,20 - 29,1
2021/09/26,COM,Жена,60 - 69,4
2021/09/26,AZ,Мъж,60 - 69,1
2021/09/26,JANSS,Мъж,30 - 39,1
2021/09/26,MOD,Жена,50 - 59,2
2021/09/26,COM,Жена,20 - 29,1
2021/09/26,JANSS,Жена,20 - 29,1
2021/09/26,COM,Мъж,30 - 39,1
2021/09/26,MOD,Жена,70 - 79,1
2021/09/26,AZ,Мъж,40 - 49,1
2021/09/26,MOD,Жена,60 - 69,1
2021/09/26,AZ,Жена,30 - 39,1
2021/09/26,COM,Мъж,40 - 49,1
2021/09/26,COM,Мъж,70 - 79,4
2021/09/26,COM,Жена,30 - 39,2
2021/09/26,AZ,Жена,50 - 59,2
2021/09/26,COM,Мъж,50 - 59,2
2021/09/26,AZ,Мъж,50 - 59,4
2021/09/27,COM,Мъж,70 - 79,10
2021/09/27,JANSS,Мъж,40 - 49,5
2021/09/27,AZ,Мъж,50 - 59,4
2021/09/27,AZ,Мъж,80 - 89,3
2021/09/27,MOD,Мъж,70 - 79,1
2021/09/27,COM,Жена,30 - 39,15
2021/09/27,COM,Мъж,30 - 39,3
2021/09/27,JANSS,Жена,50 - 59,4
2021/09/27,AZ,Мъж,70 - 79,13
2021/09/27,JANSS,Жена,30 - 39,1
2021/09/27,AZ,Мъж,60 - 69,9
2021/09/27,COM,Мъж,50 - 59,22
2021/09/27,MOD,Жена,60 - 69,3
2021/09/27,JANSS,Мъж,30 - 39,2
2021/09/27,JANSS,Мъж,70 - 79,2
2021/09/27,COM,Жена,70 - 79,11
2021/09/27,COM,Мъж,80 - 89,1
2021/09/27,COM,Мъж,12 - 14,1
2021/09/27,AZ,Жена,30 - 39,3
2021/09/27,COM,Мъж,20 - 29,4
2021/09/27,COM,Жена,50 - 59,19
2021/09/27,JANSS,Жена,40 - 49,3
2021/09/27,AZ,Мъж,30 - 39,2
2021/09/27,JANSS,Жена,80 - 89,1
2021/09/27,COM,Мъж,40 - 49,10
2021/09/27,AZ,Мъж,40 - 49,8
2021/09/27,AZ,Жена,50 - 59,11
2021/09/27,MOD,Жена,70 - 79,1
2021/09/27,COM,Жена,20 - 29,3
2021/09/27,MOD,Жена,80 - 89,1
2021/09/27,MOD,Мъж,80 - 89,2
2021/09/27,MOD,Жена,40 - 49,3
2021/09/27,COM,Мъж,60 - 69,12
2021/09/27,JANSS,Жена,20 - 29,2
2021/09/27,MOD,Мъж,30 - 39,1
2021/09/27,COM,Жена,80 - 89,5
2021/09/27,COM,Жена,40 - 49,19
2021/09/27,MOD,Жена,50 - 59,3
2021/09/27,AZ,Жена,70 - 79,8
2021/09/27,JANSS,Мъж,50 - 59,5
2021/09/27,MOD,Мъж,60 - 69,1
2021/09/27,JANSS,Жена,60 - 69,5
2021/09/27,AZ,Жена,60 - 69,6
2021/09/27,AZ,Жена,40 - 49,5
2021/09/27,JANSS,Мъж,60 - 69,3
2021/09/27,JANSS,Жена,70 - 79,1
2021/09/27,MOD,Мъж,50 - 59,3
2021/09/27,COM,Жена,60 - 69,25
2021/09/28,COM,Мъж,40 - 49,11
2021/09/28,JANSS,Жена,70 - 79,2
2021/09/28,JANSS,Жена,40 - 49,6
2021/09/28,AZ,Мъж,60 - 69,12
2021/09/28,MOD,Жена,50 - 59,1
2021/09/28,AZ,Жена,40 - 49,6
2021/09/28,COM,Мъж,60 - 69,21
2021/09/28,AZ,Мъж,40 - 49,8
2021/09/28,MOD,Мъж,50 - 59,2
2021/09/28,AZ,Жена,60 - 69,10
2021/09/28,MOD,Мъж,70 - 79,1
2021/09/28,JANSS,Жена,30 - 39,2
2021/09/28,COM,Мъж,70 - 79,13
2021/09/28,COM,Жена,40 - 49,8
2021/09/28,AZ,Мъж,20 - 29,2
2021/09/28,MOD,Мъж,60 - 69,6
2021/09/28,MOD,Жена,30 - 39,2
2021/09/28,JANSS,Жена,50 - 59,2
2021/09/28,COM,Жена,70 - 79,20
2021/09/28,JANSS,Мъж,40 - 49,6
2021/09/28,COM,Жена,30 - 39,12
2021/09/28,MOD,Жена,70 - 79,4
2021/09/28,MOD,Жена,60 - 69,8
2021/09/28,AZ,Жена,50 - 59,6
2021/09/28,AZ,Жена,80 - 89,4
2021/09/28,COM,Жена,80 - 89,2
2021/09/28,COM,Жена,20 - 29,1
2021/09/28,COM,Жена,50 - 59,25
2021/09/28,JANSS,Мъж,50 - 59,4
2021/09/28,COM,Мъж,80 - 89,1
2021/09/28,AZ - COM,Жена,60 - 69,1
2021/09/28,AZ,Мъж,70 - 79,5
2021/09/28,MOD,Мъж,40 - 49,6
2021/09/28,MOD,Мъж,30 - 39,1
2021/09/28,AZ,Мъж,50 - 59,12
2021/09/28,AZ,Мъж,30 - 39,4
2021/09/28,COM,Жена,60 - 69,34
2021/09/28,JANSS,Мъж,30 - 39,7
2021/09/28,AZ,Мъж,80 - 89,2
2021/09/28,MOD,Жена,40 - 49,2
2021/09/28,JANSS,Мъж,20 - 29,4
2021/09/28,COM,Мъж,30 - 39,7
2021/09/28,AZ,Жена,30 - 39,5
2021/09/28,AZ,Жена,70 - 79,11
2021/09/28,JANSS,Мъж,70 - 79,1
2021/09/28,COM,Мъж,50 - 59,16
2021/09/28,MOD,Жена,80 - 89,1
2021/09/28,COM,Мъж,20 - 29,2
2021/09/28,AZ,Жена,20 - 29,2
2021/09/28,JANSS,Жена,20 - 29,2
2021/09/29,AZ,Жена,60 - 69,9
2021/09/29,AZ,Жена,40 - 49,3
2021/09/29,COM,Мъж,90+,1
2021/09/29,COM,Жена,20 - 29,4
2021/09/29,JANSS,Мъж,60 - 69,3
2021/09/29,COM,Мъж,80 - 89,4
2021/09/29,AZ,Мъж,60 - 69,11
2021/09/29,AZ,Мъж,80 - 89,2
2021/09/29,COM,Мъж,60 - 69,19
2021/09/29,JANSS,Жена,90+,1
2021/09/29,AZ,Жена,20 - 29,1
2021/09/29,AZ,Жена,30 - 39,1
2021/09/29,COM,Мъж,70 - 79,13
2021/09/29,MOD,Жена,40 - 49,2
2021/09/29,COM,Жена,60 - 69,25
2021/09/29,MOD,Жена,30 - 39,3
2021/09/29,COM,Мъж,30 - 39,9
2021/09/29,JANSS,Жена,50 - 59,3
2021/09/29,COM,Мъж,50 - 59,6
2021/09/29,AZ,Мъж,50 - 59,7
2021/09/29,COM,Жена,80 - 89,6
2021/09/29,AZ,Мъж,40 - 49,8
2021/09/29,COM,Мъж,40 - 49,11
2021/09/29,AZ,Мъж,70 - 79,13
2021/09/29,AZ,Мъж,20 - 29,2
2021/09/29,AZ,Жена,70 - 79,4
2021/09/29,MOD,Мъж,50 - 59,2
2021/09/29,JANSS,Жена,20 - 29,3
2021/09/29,JANSS,Жена,60 - 69,4
2021/09/29,JANSS,Жена,40 - 49,3
2021/09/29,JANSS,Жена,70 - 79,2
2021/09/29,AZ,Мъж,30 - 39,2
2021/09/29,AZ,Жена,50 - 59,9
2021/09/29,JANSS,Жена,30 - 39,2
2021/09/29,COM,Жена,30 - 39,9
2021/09/29,MOD,Мъж,80 - 89,1
2021/09/29,JANSS,Мъж,30 - 39,2
2021/09/29,JANSS,Мъж,20 - 29,2
2021/09/29,MOD,Мъж,40 - 49,3
2021/09/29,COM,Жена,50 - 59,23
2021/09/29,COM,Жена,40 - 49,15
2021/09/29,MOD,Жена,50 - 59,3
2021/09/29,JANSS,Мъж,50 - 59,4
2021/09/29,MOD,Мъж,70 - 79,3
2021/09/29,AZ,Жена,80 - 89,4
2021/09/29,COM,Жена,70 - 79,12
2021/09/29,JANSS,Мъж,40 - 49,3
2021/09/29,MOD,Жена,70 - 79,2
2021/09/29,COM,Мъж,15 - 16,1
2021/09/29,COM,Мъж,20 - 29,3
2021/09/30,COM,Жена,90+,1
2021/09/30,AZ,Мъж,40 - 49,6
2021/09/30,COM,Жена,60 - 69,17
2021/09/30,COM,Жена,50 - 59,20
2021/09/30,COM - JANSS,Мъж,50 - 59,1
2021/09/30,JANSS,Мъж,50 - 59,4
2021/09/30,JANSS,Жена,40 - 49,1
2021/09/30,JANSS,Мъж,30 - 39,3
2021/09/30,JANSS,Жена,70 - 79,1
2021/09/30,JANSS,Мъж,60 - 69,1
2021/09/30,MOD,Мъж,50 - 59,1
2021/09/30,AZ,Мъж,70 - 79,12
2021/09/30,MOD,Мъж,70 - 79,2
2021/09/30,COM,Жена,70 - 79,16
2021/09/30,JANSS,Жена,30 - 39,6
2021/09/30,JANSS,Мъж,70 - 79,1
2021/09/30,MOD,Мъж,40 - 49,2
2021/09/30,MOD,Жена,70 - 79,4
2021/09/30,COM,Мъж,20 - 29,1
2021/09/30,JANSS,Мъж,20 - 29,2
2021/09/30,AZ,Мъж,60 - 69,13
2021/09/30,MOD,Мъж,60 - 69,1
2021/09/30,MOD,Мъж,20 - 29,1
2021/09/30,AZ,Жена,80 - 89,2
2021/09/30,MOD,Мъж,30 - 39,5
2021/09/30,COM,Жена,30 - 39,8
2021/09/30,AZ,Мъж,50 - 59,8
2021/09/30,AZ,Жена,50 - 59,3
2021/09/30,COM,Жена,80 - 89,11
2021/09/30,JANSS,Мъж,40 - 49,5
2021/09/30,COM,Мъж,90+,1
2021/09/30,AZ,Жена,70 - 79,6
2021/09/30,COM,Мъж,40 - 49,14
2021/09/30,AZ,Жена,60 - 69,11
2021/09/30,AZ,Жена,20 - 29,1
2021/09/30,COM,Мъж,70 - 79,12
2021/09/30,AZ,Мъж,30 - 39,4
2021/09/30,COM,Жена,20 - 29,4
2021/09/30,COM,Жена,40 - 49,8
2021/09/30,COM,Мъж,80 - 89,6
2021/09/30,MOD,Жена,60 - 69,4
2021/09/30,AZ,Жена,40 - 49,7
2021/09/30,MOD,Жена,30 - 39,2
2021/09/30,JANSS,Жена,50 - 59,6
2021/09/30,AZ,Мъж,80 - 89,3
2021/09/30,JANSS,Жена,20 - 29,2
2021/09/30,AZ,Мъж,20 - 29,1
2021/09/30,MOD,Жена,80 - 89,2
2021/09/30,JANSS,Жена,60 - 69,2
2021/09/30,COM,Мъж,30 - 39,8
2021/09/30,MOD,Жена,50 - 59,3
2021/09/30,COM,Мъж,50 - 59,11
2021/09/30,AZ,Жена,30 - 39,3
2021/09/30,COM,Мъж,60 - 69,19
2021/09/30,MOD,Мъж,80 - 89,1
2021/10/01,MOD,Жена,40 - 49,1
2021/10/01,AZ,Жена,50 - 59,3
2021/10/01,JANSS,Жена,60 - 69,3
2021/10/01,COM,Мъж,50 - 59,12
2021/10/01,AZ,Жена,80 - 89,2
2021/10/01,AZ,Мъж,70 - 79,10
2021/10/01,COM,Мъж,40 - 49,11
2021/10/01,COM,Жена,17 - 19,1
2021/10/01,JANSS,Жена,30 - 39,5
2021/10/01,AZ,Жена,30 - 39,3
2021/10/01,COM,Жена,40 - 49,13
2021/10/01,MOD,Мъж,60 - 69,1
2021/10/01,COM,Жена,60 - 69,18
2021/10/01,AZ,Жена,20 - 29,3
2021/10/01,MOD,Жена,90+,1
2021/10/01,AZ,Мъж,80 - 89,1
2021/10/01,AZ,Жена,60 - 69,11
2021/10/01,AZ,Мъж,40 - 49,7
2021/10/01,AZ,Мъж,60 - 69,5
2021/10/01,COM,Мъж,30 - 39,4
2021/10/01,JANSS,Жена,40 - 49,4
2021/10/01,COM,Мъж,17 - 19,1
2021/10/01,AZ - COM,Мъж,40 - 49,1
2021/10/01,COM,Мъж,80 - 89,2
2021/10/01,COM,Жена,80 - 89,3
2021/10/01,COM,Мъж,20 - 29,1
2021/10/01,AZ,Жена,40 - 49,5
2021/10/01,JANSS,Мъж,30 - 39,2
2021/10/01,MOD,Жена,60 - 69,4
2021/10/01,JANSS,Мъж,20 - 29,4
2021/10/01,COM,Мъж,60 - 69,24
2021/10/01,MOD,Мъж,70 - 79,2
2021/10/01,MOD,Жена,80 - 89,3
2021/10/01,JANSS,Мъж,40 - 49,5
2021/10/01,COM,Жена,30 - 39,8
2021/10/01,JANSS,Мъж,50 - 59,2
2021/10/01,AZ,Мъж,30 - 39,6
2021/10/01,MOD,Мъж,20 - 29,1
2021/10/01,JANSS,Жена,80 - 89,1
2021/10/01,COM,Жена,50 - 59,19
2021/10/01,COM,Жена,20 - 29,3
2021/10/01,JANSS,Мъж,60 - 69,2
2021/10/01,COM,Жена,70 - 79,11
2021/10/01,MOD,Мъж,80 - 89,1
2021/10/01,MOD,Жена,50 - 59,4
2021/10/01,AZ,Жена,70 - 79,12
2021/10/01,COM,Мъж,70 - 79,12
2021/10/01,JANSS,Жена,50 - 59,2
2021/10/01,JANSS,Мъж,70 - 79,1
2021/10/01,MOD,Жена,70 - 79,3
2021/10/01,JANSS,Жена,20 - 29,2
2021/10/01,MOD,Жена,30 - 39,1
2021/10/01,AZ - COM,Мъж,70 - 79,1
2021/10/01,AZ,Мъж,50 - 59,3
2021/10/02,JANSS,Мъж,20 - 29,1
2021/10/02,COM,Жена,70 - 79,9
2021/10/02,JANSS,Мъж,30 - 39,3
2021/10/02,AZ,Жена,80 - 89,1
2021/10/02,JANSS,Жена,60 - 69,1
2021/10/02,JANSS,Мъж,70 - 79,1
2021/10/02,COM,Жена,50 - 59,6
2021/10/02,COM,Мъж,30 - 39,9
2021/10/02,COM,Жена,60 - 69,13
2021/10/02,AZ,Жена,40 - 49,6
2021/10/02,MOD,Жена,30 - 39,1
2021/10/02,MOD,Мъж,60 - 69,1
2021/10/02,COM,Жена,40 - 49,8
2021/10/02,MOD,Жена,20 - 29,1
2021/10/02,MOD,Жена,40 - 49,2
2021/10/02,JANSS,Мъж,60 - 69,2
2021/10/02,AZ,Жена,60 - 69,2
2021/10/02,JANSS,Мъж,40 - 49,3
2021/10/02,MOD,Мъж,40 - 49,1
2021/10/02,JANSS,Мъж,50 - 59,4
2021/10/02,COM,Мъж,80 - 89,4
2021/10/02,JANSS,Жена,40 - 49,3
2021/10/02,MOD,Жена,60 - 69,4
2021/10/02,JANSS,Жена,20 - 29,1
2021/10/02,COM,Мъж,70 - 79,11
2021/10/02,COM,Жена,30 - 39,6
2021/10/02,AZ,Жена,30 - 39,3
2021/10/02,AZ,Жена,50 - 59,3
2021/10/02,JANSS,Жена,30 - 39,2
2021/10/02,COM,Мъж,50 - 59,13
2021/10/02,MOD,Жена,50 - 59,1
2021/10/02,COM,Жена,20 - 29,2
2021/10/02,AZ,Мъж,60 - 69,5
2021/10/02,AZ,Мъж,50 - 59,6
2021/10/02,AZ,Мъж,70 - 79,3
2021/10/02,AZ,Мъж,20 - 29,2
2021/10/02,AZ,Мъж,80 - 89,1
2021/10/02,AZ,Мъж,40 - 49,7
2021/10/02,COM,Жена,80 - 89,3
2021/10/02,COM,Мъж,60 - 69,6
2021/10/02,COM,Мъж,40 - 49,6
2021/10/02,COM,Жена,17 - 19,1
2021/10/02,AZ,Мъж,30 - 39,3
2021/10/02,MOD,Мъж,30 - 39,2
2021/10/02,AZ,Жена,70 - 79,10
2021/10/03,COM,Жена,30 - 39,1
2021/10/03,JANSS,Жена,17 - 19,1
2021/10/03,COM,Жена,50 - 59,6
2021/10/03,COM,Жена,70 - 79,2
2021/10/03,MOD,Мъж,40 - 49,1
2021/10/03,COM,Мъж,30 - 39,1
2021/10/03,JANSS,Жена,30 - 39,1
2021/10/03,COM,Мъж,60 - 69,7
2021/10/03,COM,Мъж,80 - 89,1
2021/10/03,AZ,Мъж,70 - 79,3
2021/10/03,AZ,Мъж,50 - 59,1
2021/10/03,AZ,Жена,60 - 69,1
2021/10/03,COM,Жена,40 - 49,2
2021/10/03,AZ,Мъж,60 - 69,1
2021/10/03,JANSS,Мъж,50 - 59,1
2021/10/03,MOD,Мъж,60 - 69,1
2021/10/03,COM,Мъж,70 - 79,2
2021/10/03,AZ,Жена,30 - 39,2
2021/10/03,COM,Мъж,40 - 49,3
2021/10/03,JANSS,Жена,50 - 59,1
2021/10/03,COM,Жена,80 - 89,1
2021/10/03,JANSS,Мъж,30 - 39,1
2021/10/03,MOD,Жена,70 - 79,1
2021/10/03,JANSS,Мъж,60 - 69,1
2021/10/03,COM,Мъж,50 - 59,3
2021/10/03,AZ,Жена,20 - 29,2
2021/10/03,JANSS,Мъж,40 - 49,2
2021/10/03,AZ,Жена,70 - 79,3
2021/10/03,AZ,Мъж,40 - 49,2
2021/10/03,JANSS,Жена,40 - 49,1
2021/10/03,COM,Жена,60 - 69,7
2021/10/03,MOD,Жена,40 - 49,1
2021/10/04,COM,Мъж,70 - 79,21
2021/10/04,AZ,Мъж,20 - 29,1
2021/10/04,COM,Мъж,80 - 89,7
2021/10/04,AZ,Жена,80 - 89,2
2021/10/04,AZ,Жена,40 - 49,8
2021/10/04,AZ,Мъж,40 - 49,7
2021/10/04,JANSS,Мъж,40 - 49,5
2021/10/04,JANSS,Мъж,30 - 39,2
2021/10/04,COM,Жена,50 - 59,31
2021/10/04,COM,Мъж,40 - 49,18
2021/10/04,AZ,Мъж,60 - 69,13
2021/10/04,JANSS,Жена,70 - 79,2
2021/10/04,JANSS,Жена,30 - 39,5
2021/10/04,COM,Жена,30 - 39,16
2021/10/04,COM,Мъж,20 - 29,3
2021/10/04,JANSS,Жена,50 - 59,6
2021/10/04,AZ,Мъж,30 - 39,4
2021/10/04,JANSS,Мъж,60 - 69,4
2021/10/04,MOD,Жена,70 - 79,2
2021/10/04,AZ,Мъж,50 - 59,8
2021/10/04,JANSS,Мъж,50 - 59,2
2021/10/04,COM,Мъж,17 - 19,2
2021/10/04,COM,Мъж,60 - 69,18
2021/10/04,MOD,Жена,30 - 39,2
2021/10/04,MOD,Мъж,40 - 49,1
2021/10/04,AZ,Жена,30 - 39,7
2021/10/04,AZ,Жена,70 - 79,4
2021/10/04,MOD,Жена,40 - 49,3
2021/10/04,COM,Мъж,15 - 16,1
2021/10/04,COM,Жена,60 - 69,27
2021/10/04,MOD,Жена,50 - 59,4
2021/10/04,COM,Жена,80 - 89,7
2021/10/04,AZ - COM,Мъж,70 - 79,1
2021/10/04,MOD,Мъж,20 - 29,1
2021/10/04,JANSS,Жена,40 - 49,4
2021/10/04,COM,Жена,70 - 79,15
2021/10/04,JANSS,Жена,20 - 29,4
2021/10/04,JANSS,Жена,60 - 69,1
2021/10/04,COM,Жена,20 - 29,4
2021/10/04,MOD,Жена,20 - 29,1
2021/10/04,AZ,Жена,50 - 59,12
2021/10/04,MOD,Мъж,70 - 79,3
2021/10/04,MOD,Мъж,60 - 69,2
2021/10/04,COM,Мъж,30 - 39,10
2021/10/04,MOD,Мъж,50 - 59,1
2021/10/04,COM,Жена,40 - 49,18
2021/10/04,JANSS,Жена,80 - 89,1
2021/10/04,MOD,Жена,60 - 69,3
2021/10/04,AZ,Жена,60 - 69,19
2021/10/04,COM,Мъж,90+,1
2021/10/04,JANSS,Мъж,20 - 29,3
2021/10/04,AZ,Мъж,70 - 79,7
2021/10/04,AZ,Мъж,80 - 89,4
2021/10/04,COM,Мъж,50 - 59,21
2021/10/05,AZ,Мъж,80 - 89,4
2021/10/05,COM,Мъж,17 - 19,1
2021/10/05,JANSS,Мъж,40 - 49,9
2021/10/05,AZ,Мъж,60 - 69,13
2021/10/05,JANSS,Жена,60 - 69,2
2021/10/05,JANSS,Жена,40 - 49,8
2021/10/05,COM,Жена,30 - 39,11
2021/10/05,MOD,Жена,40 - 49,5
2021/10/05,AZ,Жена,40 - 49,6
2021/10/05,MOD,Мъж,30 - 39,1
2021/10/05,AZ,Мъж,30 - 39,5
2021/10/05,MOD,Мъж,40 - 49,1
2021/10/05,COM,Мъж,60 - 69,21
2021/10/05,MOD,Жена,20 - 29,1
2021/10/05,JANSS,Мъж,30 - 39,2
2021/10/05,AZ,Жена,70 - 79,7
2021/10/05,COM,Жена,60 - 69,20
2021/10/05,COM,Мъж,20 - 29,3
2021/10/05,MOD,Мъж,50 - 59,3
2021/10/05,MOD,Жена,80 - 89,2
2021/10/05,JANSS,Жена,17 - 19,1
2021/10/05,JANSS,Жена,50 - 59,9
2021/10/05,JANSS,Мъж,50 - 59,2
2021/10/05,AZ,Мъж,40 - 49,5
2021/10/05,MOD,Мъж,80 - 89,1
2021/10/05,MOD,Жена,60 - 69,3
2021/10/05,JANSS,Мъж,20 - 29,1
2021/10/05,JANSS,Жена,30 - 39,5
2021/10/05,COM,Жена,20 - 29,4
2021/10/05,AZ,Мъж,50 - 59,7
2021/10/05,MOD,Жена,30 - 39,1
2021/10/05,COM,Мъж,50 - 59,22
2021/10/05,COM,Жена,40 - 49,26
2021/10/05,COM,Мъж,30 - 39,16
2021/10/05,JANSS,Жена,70 - 79,1
2021/10/05,AZ,Мъж,20 - 29,3
2021/10/05,JANSS,Жена,20 - 29,4
2021/10/05,MOD,Мъж,60 - 69,2
2021/10/05,COM,Мъж,80 - 89,3
2021/10/05,COM,Мъж,40 - 49,15
2021/10/05,COM,Мъж,70 - 79,12
2021/10/05,AZ,Жена,50 - 59,12
2021/10/05,AZ,Жена,30 - 39,7
2021/10/05,COM,Жена,80 - 89,4
2021/10/05,MOD,Жена,50 - 59,3
2021/10/05,AZ,Жена,60 - 69,10
2021/10/05,COM,Жена,70 - 79,11
2021/10/05,AZ,Жена,20 - 29,1
2021/10/05,MOD,Жена,70 - 79,2
2021/10/05,COM,Жена,50 - 59,29
2021/10/05,AZ,Мъж,70 - 79,10
2021/10/05,JANSS,Мъж,70 - 79,1
2021/10/05,JANSS,Мъж,60 - 69,3
2021/10/06,JANSS,Жена,60 - 69,1
2021/10/06,COM,Жена,17 - 19,1
2021/10/06,AZ,Мъж,30 - 39,9
2021/10/06,JANSS,Мъж,60 - 69,5
2021/10/06,JANSS,Жена,80 - 89,1
2021/10/06,AZ,Мъж,50 - 59,13
2021/10/06,COM,Жена,80 - 89,8
2021/10/06,MOD,Жена,60 - 69,3
2021/10/06,AZ,Жена,30 - 39,4
2021/10/06,COM,Жена,90+,1
2021/10/06,JANSS,Мъж,30 - 39,7
2021/10/06,JANSS,Мъж,40 - 49,5
2021/10/06,MOD,Жена,80 - 89,1
2021/10/06,AZ,Жена,80 - 89,2
2021/10/06,MOD,Жена,50 - 59,2
2021/10/06,MOD,Жена,70 - 79,3
2021/10/06,AZ,Мъж,60 - 69,10
